Epoch, PDE_Loss, BC_Loss
4.600000000000000000e+03 1.459735096432268620e-03 4.283010275685228407e-05
4.700000000000000000e+03 1.407485455274581909e-03 4.895601523458026350e-05
4.800000000000000000e+03 2.668944885954260826e-03 4.573655896820127964e-04
4.900000000000000000e+03 1.285589067265391350e-03 3.701692548929713666e-05
5.000000000000000000e+03 8.164639584720134735e-03 9.152522543445229530e-04
5.100000000000000000e+03 1.194577198475599289e-03 3.416344407014548779e-05
5.200000000000000000e+03 8.399586193263530731e-03 1.115426421165466309e-03
5.300000000000000000e+03 1.819667289964854717e-03 1.884312951005995274e-04
5.400000000000000000e+03 2.415010705590248108e-03 2.218658628407865763e-04
5.500000000000000000e+03 1.039123162627220154e-03 2.884787318180315197e-05
5.600000000000000000e+03 2.782083814963698387e-03 1.984819828066974878e-04
5.700000000000000000e+03 9.707186836749315262e-04 3.008048770425375551e-05
5.800000000000000000e+03 9.472182136960327625e-04 2.615011544548906386e-05
5.900000000000000000e+03 1.015169080346822739e-03 4.391745824250392616e-05
6.000000000000000000e+03 8.781899814493954182e-04 2.417412542854435742e-05
6.100000000000000000e+03 8.928766474127769470e-04 2.653990850376430899e-05
6.200000000000000000e+03 8.362933294847607613e-04 2.287243114551529288e-05
6.300000000000000000e+03 1.003171084448695183e-03 6.003988892189227045e-05
6.400000000000000000e+03 1.796293444931507111e-02 1.600959338247776031e-03
6.500000000000000000e+03 7.812979165464639664e-04 2.119056443916633725e-05
6.600000000000000000e+03 1.223088940605521202e-03 7.681958959437906742e-05
6.700000000000000000e+03 7.405449869111180305e-04 1.987477480724919587e-05
6.800000000000000000e+03 9.449890349060297012e-04 4.190417166682891548e-05
6.900000000000000000e+03 8.102644351311028004e-04 2.290097472723573446e-05
7.000000000000000000e+03 6.992371636442840099e-04 1.911391336761880666e-05
7.100000000000000000e+03 8.417532080784440041e-04 2.493460669938940555e-05
7.200000000000000000e+03 6.914666155353188515e-04 2.212488107034005225e-05
7.300000000000000000e+03 6.732036708854138851e-04 2.859994128812104464e-05
7.400000000000000000e+03 6.493209511972963810e-04 1.851076376624405384e-05
7.500000000000000000e+03 5.299448966979980469e-03 5.686049116775393486e-04
7.600000000000000000e+03 9.312709444202482700e-04 5.478073580889031291e-05
7.700000000000000000e+03 1.374369952827692032e-03 8.347196853719651699e-05
7.800000000000000000e+03 7.954483153298497200e-04 3.652789382613264024e-05
7.900000000000000000e+03 5.839533405378460884e-04 1.454877383366692811e-05
8.000000000000000000e+03 6.050857482478022575e-04 1.713465098873712122e-05
8.100000000000000000e+03 9.546598885208368301e-04 6.221736839506775141e-05
8.200000000000000000e+03 4.471236374229192734e-03 2.420998935122042894e-04
8.300000000000000000e+03 5.513448268175125122e-04 1.509213143435772508e-05
8.400000000000000000e+03 5.495271761901676655e-04 1.362083639833144844e-05
8.500000000000000000e+03 6.753120105713605881e-04 2.568654053902719170e-05
8.600000000000000000e+03 7.969994097948074341e-03 1.684813527390360832e-03
8.700000000000000000e+03 5.281327757984399796e-04 1.245368912350386381e-05
8.800000000000000000e+03 6.246986798942089081e-03 4.522457311395555735e-04
8.900000000000000000e+03 1.112693175673484802e-02 7.904375088401138783e-04
9.000000000000000000e+03 3.034615423530340195e-03 7.862421334721148014e-04
9.100000000000000000e+03 4.912156146019697189e-04 1.140973836299963295e-05
9.200000000000000000e+03 5.700353649444878101e-04 2.923475403804332018e-05
9.300000000000000000e+03 1.497026300057768822e-03 1.996457285713404417e-04
9.400000000000000000e+03 2.117076190188527107e-03 1.358213194180279970e-04
9.500000000000000000e+03 1.000654534436762333e-03 6.881888111820444465e-05
9.600000000000000000e+03 5.868556327186524868e-04 3.317086520837619901e-05
9.700000000000000000e+03 4.621377447620034218e-04 1.111091114580631256e-05
9.800000000000000000e+03 4.708520718850195408e-04 1.123878519138088450e-05
9.900000000000000000e+03 2.107371808961033821e-03 1.385037758154794574e-04
1.000000000000000000e+04 4.485101962927728891e-04 1.193914340547053143e-05
1.010000000000000000e+04 4.352137329988181591e-04 1.044505916070193052e-05
1.020000000000000000e+04 4.337475984357297421e-04 1.381095898977946490e-05
1.030000000000000000e+04 4.331289674155414104e-04 1.050830633175792173e-05
1.040000000000000000e+04 4.544766852632164955e-04 1.601894109626300633e-05
1.050000000000000000e+04 5.974423838779330254e-04 2.582413799245841801e-05
1.060000000000000000e+04 4.098507051821798086e-04 8.823203643260058016e-06
1.070000000000000000e+04 4.273012746125459671e-04 1.038369646266801283e-05
1.080000000000000000e+04 4.919770872220396996e-04 2.844939263013657182e-05
1.090000000000000000e+04 1.330979401245713234e-03 8.315873856190592051e-05
1.100000000000000000e+04 1.867187325842678547e-03 1.595128705957904458e-04
1.110000000000000000e+04 3.892497625201940536e-04 8.259046808234415948e-06
1.120000000000000000e+04 4.058311460539698601e-04 1.532558962935581803e-05
1.130000000000000000e+04 3.832891816273331642e-04 8.209368388634175062e-06
1.140000000000000000e+04 3.530558431521058083e-03 7.461365894414484501e-04
1.150000000000000000e+04 9.848868940025568008e-04 5.491675256052985787e-05
1.160000000000000000e+04 3.800587728619575500e-04 9.101417163037694991e-06
1.170000000000000000e+04 4.251852806191891432e-04 2.190457234974019229e-05
1.180000000000000000e+04 4.720122960861772299e-04 1.686975883785635233e-05
1.190000000000000000e+04 3.564806538634002209e-04 9.165485607809387147e-06
1.200000000000000000e+04 3.556584415491670370e-04 1.088965473172720522e-05
1.210000000000000000e+04 4.714479146059602499e-04 3.018975621671415865e-05
1.220000000000000000e+04 3.483988984953612089e-04 7.221579835459124297e-06
1.230000000000000000e+04 3.775832592509686947e-04 1.813729249988682568e-05
1.240000000000000000e+04 3.923100593965500593e-04 1.981047171284444630e-05
1.250000000000000000e+04 7.317707641050219536e-04 8.845920820022001863e-05
1.260000000000000000e+04 3.719453525263816118e-04 2.800153379212133586e-05
1.270000000000000000e+04 3.689214354380965233e-04 1.460655130358645692e-05
1.280000000000000000e+04 2.645692089572548866e-03 4.305728070903569460e-04
1.290000000000000000e+04 2.510767662897706032e-03 1.779391022864729166e-04
1.300000000000000000e+04 7.361827883869409561e-04 1.024138036882504821e-04
1.310000000000000000e+04 3.211918985471129417e-03 3.687701828312128782e-04
1.320000000000000000e+04 3.552822163328528404e-04 1.764851549523882568e-05
1.330000000000000000e+04 8.119288831949234009e-03 1.542959362268447876e-03
1.340000000000000000e+04 8.829300291836261749e-03 1.425850670784711838e-03
1.350000000000000000e+04 1.517104334197938442e-03 1.698647538432851434e-04
1.360000000000000000e+04 3.010557848028838634e-04 5.982803031656658277e-06
1.370000000000000000e+04 3.184950910508632660e-04 6.412112270481884480e-06
1.380000000000000000e+04 2.999852586071938276e-04 5.792285264760721475e-06
1.390000000000000000e+04 3.052522952202707529e-04 6.758783456461969763e-06
1.400000000000000000e+04 3.037635469809174538e-04 6.246057637326885015e-06
1.410000000000000000e+04 5.872036330401897430e-03 8.004138944670557976e-04
1.420000000000000000e+04 7.423603674396872520e-04 4.798845839104615152e-05
1.430000000000000000e+04 1.723607885651290417e-03 6.593586876988410950e-04
1.440000000000000000e+04 1.447347272187471390e-02 1.331152510829269886e-03
1.450000000000000000e+04 4.352884134277701378e-04 3.187449328834190965e-05
1.460000000000000000e+04 2.851583762094378471e-03 2.880475367419421673e-04
1.470000000000000000e+04 3.928527294192463160e-04 5.483297354658134282e-05
1.480000000000000000e+04 5.053313216194510460e-04 4.468378756428137422e-05
1.490000000000000000e+04 3.195339522790163755e-04 1.598424933035857975e-05
