Time,Backend,GPU_ID,VRAM_MB,Power_W,GPU_Util
1781845257.92,ROCM_SMI,GPU_7,1474.1,140.0,100.0
1781845260.12,ROCM_SMI,GPU_0,1474.1,152.0,100.0
1781845260.12,ROCM_SMI,GPU_1,1474.1,139.0,100.0
1781845260.12,ROCM_SMI,GPU_2,1474.1,146.0,100.0
1781845260.12,ROCM_SMI,GPU_3,1474.1,145.0,82.0
1781845260.12,ROCM_SMI,GPU_4,1474.1,139.0,100.0
1781845260.12,ROCM_SMI,GPU_5,1474.1,144.0,100.0
1781845260.12,ROCM_SMI,GPU_6,1474.1,139.0,100.0
1781845260.12,ROCM_SMI,GPU_7,1474.1,140.0,100.0
1781845262.31,ROCM_SMI,GPU_0,1474.1,148.0,100.0
1781845262.31,ROCM_SMI,GPU_1,1474.1,139.0,100.0
1781845262.31,ROCM_SMI,GPU_2,1474.1,148.0,100.0
1781845262.31,ROCM_SMI,GPU_3,1474.1,147.0,100.0
1781845262.31,ROCM_SMI,GPU_4,1474.1,137.0,82.0
1781845262.31,ROCM_SMI,GPU_5,1474.1,141.0,100.0
1781845262.31,ROCM_SMI,GPU_6,1474.1,143.0,100.0
1781845262.31,ROCM_SMI,GPU_7,1474.1,141.0,100.0
1781845264.50,ROCM_SMI,GPU_0,1474.1,151.0,100.0
1781845264.50,ROCM_SMI,GPU_1,1474.1,142.0,100.0
1781845264.50,ROCM_SMI,GPU_2,1474.1,149.0,100.0
1781845264.50,ROCM_SMI,GPU_3,1474.1,145.0,100.0
1781845264.50,ROCM_SMI,GPU_4,1474.1,139.0,100.0
1781845264.50,ROCM_SMI,GPU_5,1474.1,144.0,100.0
1781845264.50,ROCM_SMI,GPU_6,1474.1,138.0,87.0
1781845264.50,ROCM_SMI,GPU_7,1474.1,140.0,100.0
1781845266.69,ROCM_SMI,GPU_0,1474.1,147.0,100.0
1781845266.69,ROCM_SMI,GPU_1,1474.1,140.0,100.0
1781845266.69,ROCM_SMI,GPU_2,1474.1,147.0,100.0
1781845266.69,ROCM_SMI,GPU_3,1474.1,145.0,100.0
1781845266.69,ROCM_SMI,GPU_4,1474.1,140.0,100.0
1781845266.69,ROCM_SMI,GPU_5,1474.1,142.0,100.0
1781845266.69,ROCM_SMI,GPU_6,1474.1,140.0,100.0
1781845266.69,ROCM_SMI,GPU_7,1474.1,140.0,82.0
1781845268.89,ROCM_SMI,GPU_0,1474.1,150.0,100.0
1781845268.89,ROCM_SMI,GPU_1,1474.1,141.0,100.0
1781845268.89,ROCM_SMI,GPU_2,1474.1,148.0,100.0
1781845268.89,ROCM_SMI,GPU_3,1474.1,146.0,100.0
1781845268.89,ROCM_SMI,GPU_4,1474.1,139.0,100.0
1781845268.89,ROCM_SMI,GPU_5,1474.1,143.0,100.0
1781845268.89,ROCM_SMI,GPU_6,1474.1,139.0,100.0
1781845268.89,ROCM_SMI,GPU_7,1474.1,141.0,100.0
1781845271.08,ROCM_SMI,GPU_0,1474.1,148.0,100.0
1781845271.08,ROCM_SMI,GPU_1,1474.1,139.0,100.0
1781845271.08,ROCM_SMI,GPU_2,1474.1,148.0,100.0
1781845271.08,ROCM_SMI,GPU_3,1474.1,145.0,100.0
1781845271.08,ROCM_SMI,GPU_4,1474.1,141.0,100.0
1781845271.08,ROCM_SMI,GPU_5,1474.1,143.0,100.0
1781845271.08,ROCM_SMI,GPU_6,1474.1,139.0,100.0
1781845271.08,ROCM_SMI,GPU_7,1474.1,140.0,100.0
1781845273.27,ROCM_SMI,GPU_0,1474.1,147.0,100.0
1781845273.27,ROCM_SMI,GPU_1,1474.1,140.0,87.0
1781845273.27,ROCM_SMI,GPU_2,1474.1,146.0,100.0
1781845273.27,ROCM_SMI,GPU_3,1474.1,147.0,100.0
1781845273.27,ROCM_SMI,GPU_4,1474.1,141.0,100.0
1781845273.27,ROCM_SMI,GPU_5,1474.1,142.0,100.0
1781845273.27,ROCM_SMI,GPU_6,1474.1,141.0,100.0
1781845273.27,ROCM_SMI,GPU_7,1474.1,139.0,100.0
1781845275.47,ROCM_SMI,GPU_0,1474.1,145.0,100.0
1781845275.47,ROCM_SMI,GPU_1,1474.1,140.0,81.0
1781845275.47,ROCM_SMI,GPU_2,1474.1,146.0,100.0
1781845275.47,ROCM_SMI,GPU_3,1474.1,146.0,100.0
1781845275.47,ROCM_SMI,GPU_4,1474.1,142.0,100.0
1781845275.47,ROCM_SMI,GPU_5,1474.1,141.0,100.0
1781845275.47,ROCM_SMI,GPU_6,1474.1,142.0,100.0
1781845275.47,ROCM_SMI,GPU_7,1474.1,140.0,100.0
1781845277.67,ROCM_SMI,GPU_0,1474.1,145.0,100.0
1781845277.67,ROCM_SMI,GPU_1,1474.1,134.0,88.0
1781845277.67,ROCM_SMI,GPU_2,1474.1,139.0,100.0
1781845277.67,ROCM_SMI,GPU_3,1474.1,149.0,100.0
1781845277.67,ROCM_SMI,GPU_4,1474.1,144.0,100.0
1781845277.67,ROCM_SMI,GPU_5,1474.1,138.0,100.0
1781845277.67,ROCM_SMI,GPU_6,1474.1,149.0,100.0
1781845277.67,ROCM_SMI,GPU_7,1474.1,142.0,100.0
1781845279.86,ROCM_SMI,GPU_0,1474.1,145.0,100.0
1781845279.86,ROCM_SMI,GPU_1,1474.1,140.0,100.0
1781845279.86,ROCM_SMI,GPU_2,1474.1,144.0,84.0
1781845279.86,ROCM_SMI,GPU_3,1474.1,147.0,100.0
1781845279.86,ROCM_SMI,GPU_4,1474.1,142.0,100.0
1781845279.86,ROCM_SMI,GPU_5,1474.1,139.0,100.0
1781845279.86,ROCM_SMI,GPU_6,1474.1,144.0,100.0
1781845279.86,ROCM_SMI,GPU_7,1474.1,139.0,100.0
1781845282.05,ROCM_SMI,GPU_0,1474.1,147.0,100.0
1781845282.05,ROCM_SMI,GPU_1,1474.1,141.0,100.0
1781845282.05,ROCM_SMI,GPU_2,1474.1,142.0,100.0
1781845282.05,ROCM_SMI,GPU_3,1474.1,145.0,81.0
1781845282.05,ROCM_SMI,GPU_4,1474.1,144.0,100.0
1781845282.05,ROCM_SMI,GPU_5,1474.1,139.0,100.0
1781845282.05,ROCM_SMI,GPU_6,1474.1,144.0,100.0
1781845282.05,ROCM_SMI,GPU_7,1474.1,138.0,100.0
1781845284.24,ROCM_SMI,GPU_0,1474.1,149.0,100.0
1781845284.24,ROCM_SMI,GPU_1,1474.1,142.0,100.0
1781845284.24,ROCM_SMI,GPU_2,1474.1,143.0,100.0
1781845284.24,ROCM_SMI,GPU_3,1474.1,147.0,100.0
1781845284.24,ROCM_SMI,GPU_4,1474.1,145.0,88.0
1781845284.24,ROCM_SMI,GPU_5,1474.1,138.0,100.0
1781845284.24,ROCM_SMI,GPU_6,1474.1,144.0,100.0
1781845284.24,ROCM_SMI,GPU_7,1474.1,138.0,100.0
1781845286.43,ROCM_SMI,GPU_0,1474.1,146.0,100.0
1781845286.43,ROCM_SMI,GPU_1,1474.1,142.0,100.0
1781845286.43,ROCM_SMI,GPU_2,1474.1,143.0,100.0
1781845286.43,ROCM_SMI,GPU_3,1474.1,148.0,100.0
1781845286.43,ROCM_SMI,GPU_4,1474.1,145.0,100.0
1781845286.43,ROCM_SMI,GPU_5,1474.1,138.0,100.0
1781845286.43,ROCM_SMI,GPU_6,1474.1,145.0,100.0
1781845286.43,ROCM_SMI,GPU_7,1474.1,139.0,88.0
1781845288.63,ROCM_SMI,GPU_0,1474.1,151.0,100.0
1781845288.63,ROCM_SMI,GPU_1,1474.1,140.0,100.0
1781845288.63,ROCM_SMI,GPU_2,1474.1,144.0,100.0
1781845288.63,ROCM_SMI,GPU_3,1474.1,145.0,100.0
1781845288.63,ROCM_SMI,GPU_4,1474.1,144.0,100.0
1781845288.63,ROCM_SMI,GPU_5,1474.1,141.0,100.0
1781845288.63,ROCM_SMI,GPU_6,1474.1,140.0,100.0
1781845288.63,ROCM_SMI,GPU_7,1474.1,138.0,89.0
1781845290.83,ROCM_SMI,GPU_0,1474.1,137.0,100.0
1781845290.83,ROCM_SMI,GPU_1,1474.1,134.0,100.0
1781845290.83,ROCM_SMI,GPU_2,1474.1,140.0,100.0
1781845290.83,ROCM_SMI,GPU_3,1474.1,147.0,100.0
1781845290.83,ROCM_SMI,GPU_4,1474.1,137.0,100.0
1781845290.83,ROCM_SMI,GPU_5,1474.1,133.0,100.0
1781845290.83,ROCM_SMI,GPU_6,1474.1,135.0,100.0
1781845290.83,ROCM_SMI,GPU_7,1474.1,131.0,95.0
1781845293.02,ROCM_SMI,GPU_0,1474.1,148.0,100.0
1781845293.02,ROCM_SMI,GPU_1,1474.1,142.0,100.0
1781845293.02,ROCM_SMI,GPU_2,1474.1,143.0,100.0
1781845293.02,ROCM_SMI,GPU_3,1474.1,147.0,100.0
1781845293.02,ROCM_SMI,GPU_4,1474.1,145.0,100.0
1781845293.02,ROCM_SMI,GPU_5,1474.1,138.0,100.0
1781845293.02,ROCM_SMI,GPU_6,1474.1,144.0,100.0
1781845293.02,ROCM_SMI,GPU_7,1474.1,137.0,100.0
1781845295.21,ROCM_SMI,GPU_0,1474.1,150.0,100.0
1781845295.21,ROCM_SMI,GPU_1,1474.1,140.0,100.0
1781845295.21,ROCM_SMI,GPU_2,1474.1,147.0,100.0
1781845295.21,ROCM_SMI,GPU_3,1474.1,145.0,100.0
1781845295.21,ROCM_SMI,GPU_4,1474.1,141.0,100.0
